,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Ср. насыщенность нефти,Ср. давление в резервуаре [wpv]                                                         бар абс.,Ошибка материального баланса для компонента WATER                                             кг,Ср. давление в резервуаре [whc]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Текущая масса компонента WATER                                                            млн.кг,MBERRCTRL,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Закачка компонента WATER                                                                      кг,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,TOLVARNEWT,Характеристики,Ср. насыщенность воды,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,MBERRLIM,Закачка компонента OIL                                                                        кг,MINNEWTIT,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Поток компонента через границу региона OIL                                                    кг,Начальная масса компонента WATER                                                          млн.кг,Добыча компонента OIL                                                                         кг,TOLLIN,Коэффициент извлечения нефти (КИН)                                                             %,CHECKP,Ошибка материального баланса для компонента OIL                                               кг,no.,Поток компонента через границу региона WATER                                                  кг,Добыча компонента WATER                                                                       кг
318,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,318,0.00,0.00
319,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,319,0.00,0.00
320,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,320,0.00,0.00
321,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,321,0.00,0.00
322,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,322,0.00,0.00
323,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,323,0.00,0.00
324,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,324,0.00,0.00
325,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,325,0.00,0.00
326,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,326,0.00,0.00
327,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,327,0.00,0.00
328,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,328,0.00,0.00
329,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,329,0.00,0.00
330,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,330,0.00,0.00
331,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,331,0.00,0.00
332,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,332,0.00,0.00
333,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,333,0.00,0.00
334,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,334,0.00,0.00
335,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,335,0.00,0.00
336,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,336,0.00,0.00
337,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,337,0.00,0.00
338,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,338,0.00,0.00
339,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,339,0.00,0.00
340,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,340,0.00,0.00
341,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,341,0.00,0.00
342,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,342,0.00,0.00
343,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,343,0.00,0.00
344,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,344,0.00,0.00
345,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,345,0.00,0.00
346,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,346,0.00,0.00
347,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,347,0.00,0.00
348,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,348,0.00,0.00
349,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,349,0.00,0.00
350,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,350,0.00,0.00
351,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,351,0.00,0.00
352,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,352,0.00,0.00
353,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,353,0.00,0.00
354,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,354,0.00,0.00
355,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,355,0.00,0.00
356,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,356,0.00,0.00
357,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,357,0.00,0.00
358,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,358,0.00,0.00
359,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,359,0.00,0.00
360,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,360,0.00,0.00
361,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,361,0.00,0.00
362,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,362,0.00,0.00
363,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,363,0.00,0.00
364,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,364,0.00,0.00
365,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,365,0.00,0.00
366,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,366,0.00,0.00
367,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,367,0.00,0.00
368,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,368,0.00,0.00
369,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,369,0.00,0.00
370,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,370,0.00,0.00
371,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,371,0.00,0.00
372,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,372,0.00,0.00
373,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,373,0.00,0.00
374,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,374,0.00,0.00
375,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,375,0.00,0.00
376,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,376,0.00,0.00
377,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,377,0.00,0.00
378,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,378,0.00,0.00
379,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,379,0.00,0.00
380,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,380,0.00,0.00
381,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,381,0.00,0.00
382,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,382,0.00,0.00
383,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,383,0.00,0.00
384,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,384,0.00,0.00
385,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,385,0.00,0.00
386,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,386,0.00,0.00
387,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,387,0.00,0.00
388,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,388,0.00,0.00
389,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,389,0.00,0.00
390,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,390,0.00,0.00
391,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,391,0.00,0.00
392,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,392,0.00,0.00
393,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,393,0.00,0.00
394,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,394,0.00,0.00
395,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,395,0.00,0.00
396,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,396,0.00,0.00
397,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,397,0.00,0.00
398,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,398,0.00,0.00
399,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,399,0.00,0.00
400,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,400,0.00,0.00
401,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,401,0.00,0.00
402,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,402,0.00,0.00
403,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,403,0.00,0.00
404,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,404,0.00,0.00
405,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,405,0.00,0.00
406,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,406,0.00,0.00
407,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,407,0.00,0.00
408,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,408,0.00,0.00
409,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,409,0.00,0.00
410,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,410,0.00,0.00
411,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,411,0.00,0.00
